pair_id,label,filename_similarity,content_similarity,metadata_similarity,size_similarity,tfidf_similarity,embedding_similarity,sha256_match,overall_similarity,difficulty,geometric_cluster_id,is_labeled,uncertainty_score,difficulty_code
241,0,0.4211,0.409,0.3813,0.6032,0.0098,0.0084,0.0,0.2275,Non-Duplicate,2,False,0.5,4
242,0,0.5405,0.4269,0.19,0.4103,0.0215,0.0221,0.0,0.2322,Non-Duplicate,0,False,0.5,4
243,0,0.4186,0.422,0.4046,0.748,0.0062,0.0045,0.0,0.2325,Non-Duplicate,2,False,0.5,4
244,0,0.4545,0.4337,0.421,0.677,0.0189,0.0196,0.0,0.248,Non-Duplicate,2,False,0.5,4
245,1,0.8444,0.9941,0.5329,1.0,0.9635,0.9733,0.0,0.9212,Hard,3,False,0.5,2
246,1,0.9268,1.0,0.7018,1.0,0.9865,0.9895,0.0,0.9574,Easy,3,False,0.5,0
247,1,0.8936,0.9922,0.6237,1.0,0.9678,0.9725,0.0,0.9354,Medium,3,False,0.5,1
248,0,0.5128,0.2868,0.3384,0.2334,0.0143,0.0151,0.0,0.1921,Non-Duplicate,0,False,0.5,4
249,0,0.5,0.3942,0.3393,0.3178,0.0275,0.0279,0.0,0.2343,Non-Duplicate,0,False,0.5,4
250,1,0.9268,1.0,0.6959,1.0,0.9874,0.999,0.0,0.9589,Easy,3,False,0.5,0
251,0,0.4615,0.3179,0.3443,0.2637,0.0226,0.0233,0.0,0.2022,Non-Duplicate,0,False,0.5,4
252,1,0.7547,1.0,0.6667,1.0,0.9975,0.9998,0.0,0.9415,Medium,3,False,0.5,1
253,0,0.386,0.4565,0.2205,0.0523,0.0276,0.0327,0.0,0.2339,Non-Duplicate,0,False,0.5,4
254,0,0.4878,0.462,0.1772,0.9964,0.0142,0.0138,0.0,0.2345,Non-Duplicate,2,False,0.5,4
255,0,0.4615,0.33,0.6543,0.3092,0.0254,0.0254,0.0,0.2385,Non-Duplicate,0,False,0.5,4
256,1,0.8261,0.9775,0.8543,1.0,0.9636,0.9915,0.0,0.9494,Medium,1,False,0.5,1
257,1,0.8889,1.0,0.7667,1.0,0.9523,0.9698,0.0,0.9476,Medium,1,False,0.5,1
258,0,0.439,0.419,0.3237,0.6249,0.0208,0.022,0.0,0.2325,Non-Duplicate,2,False,0.5,4
259,0,0.6154,0.3086,0.558,0.2696,0.0183,0.0197,0.0,0.2339,Non-Duplicate,0,False,0.5,4
260,0,0.4615,0.3195,0.3105,0.2537,0.0269,0.0289,0.0,0.2015,Non-Duplicate,0,False,0.5,4
261,1,0.9268,1.0,1.0,1.0,0.9569,0.9597,0.0,0.9739,Easy,1,False,0.5,0
262,1,0.9362,0.9982,0.6667,1.0,0.9852,0.9984,0.0,0.9556,Easy,3,False,0.5,0
263,1,0.7308,0.9988,0.5584,1.0,0.9922,0.9996,0.0,0.9265,Hard,3,False,0.5,2
264,0,0.4651,0.3919,0.41,0.3264,0.0177,0.0181,0.0,0.2327,Non-Duplicate,0,False,0.5,4
265,0,0.4103,0.4444,0.2142,0.9659,0.0284,0.0302,0.0,0.2311,Non-Duplicate,2,False,0.5,4
266,0,0.5641,0.2983,0.7466,0.2698,0.0139,0.015,0.0,0.242,Non-Duplicate,0,False,0.5,4
267,1,0.7308,0.9971,0.6667,1.0,0.9659,0.9669,0.0,0.9236,Hard,3,False,0.5,2
268,1,0.8065,1.0,0.3311,1.0,0.9734,0.9981,0.0,0.9067,Hard,3,False,0.5,2
269,0,0.6,0.351,0.558,0.266,0.0178,0.0192,0.0,0.2469,Non-Duplicate,0,False,0.5,4
270,0,0.4878,0.3675,0.3621,0.505,0.0227,0.0226,0.0,0.2238,Non-Duplicate,0,False,0.5,4
271,0,0.4545,0.4714,0.3982,0.9903,0.0211,0.0205,0.0,0.2596,Non-Duplicate,2,False,0.5,4
272,0,0.5641,0.272,0.2388,0.2219,0.0175,0.0196,0.0,0.1838,Non-Duplicate,0,False,0.5,4
273,0,0.3111,0.3702,0.4046,0.0201,0.0265,0.0303,0.0,0.2138,Non-Duplicate,0,False,0.5,4
274,1,0.7451,1.0,1.0,1.0,0.9977,0.9998,0.0,0.9739,Easy,1,False,0.5,0
275,0,0.4737,0.4329,0.3731,0.6978,0.0195,0.0185,0.0,0.2448,Non-Duplicate,2,False,0.5,4
276,1,0.7451,0.9843,0.6667,1.0,0.9593,0.9947,0.0,0.9244,Hard,3,False,0.5,2
277,0,0.5405,0.3735,0.4256,0.3048,0.0211,0.0221,0.0,0.237,Non-Duplicate,0,False,0.5,4
278,0,0.4865,0.4418,0.5881,0.9729,0.0205,0.0207,0.0,0.2713,Non-Duplicate,2,False,0.5,4
279,0,0.5128,0.2932,0.4059,0.2595,0.0124,0.0131,0.0,0.2002,Non-Duplicate,0,False,0.5,4
280,1,0.902,1.0,0.6667,1.0,0.9478,0.9476,0.0,0.9333,Medium,3,False,0.5,1
281,0,0.4651,0.4402,0.3653,0.869,0.0164,0.0134,0.0,0.2439,Non-Duplicate,2,False,0.5,4
282,0,0.5116,0.349,0.2676,0.277,0.0196,0.0212,0.0,0.2092,Non-Duplicate,0,False,0.5,4
283,0,0.4615,0.3218,0.5863,0.2652,0.0165,0.0157,0.0,0.2247,Non-Duplicate,0,False,0.5,4
284,1,0.8444,1.0,1.0,1.0,0.9904,0.996,0.0,0.9812,Easy,1,False,0.5,0
285,1,0.8837,1.0,0.4333,1.0,0.9713,0.9811,0.0,0.9207,Hard,3,False,0.5,2
286,1,0.76,0.9829,0.5374,1.0,0.9513,0.9962,0.0,0.9108,Hard,3,False,0.5,2
287,1,0.9333,1.0,0.2589,1.0,0.9941,0.9992,0.0,0.9176,Hard,3,False,0.5,2
288,0,0.5366,0.3914,0.3511,0.346,0.0175,0.0181,0.0,0.2338,Non-Duplicate,0,False,0.5,4
289,0,0.5128,0.3216,0.1548,0.2911,0.0172,0.0181,0.0,0.1873,Non-Duplicate,0,False,0.5,4
290,0,0.5128,0.3587,0.3521,0.3214,0.0238,0.0237,0.0,0.2227,Non-Duplicate,0,False,0.5,4
291,1,0.9388,1.0,0.6667,1.0,0.9473,0.9465,0.0,0.9367,Medium,3,False,0.5,1
292,1,0.8837,1.0,1.0,1.0,0.9343,0.9508,0.0,0.9621,Easy,1,False,0.5,0
293,1,0.8727,1.0,0.7667,1.0,0.9556,0.9736,0.0,0.9476,Medium,1,False,0.5,1
294,1,0.7869,1.0,0.9918,1.0,0.9111,0.9246,0.0,0.9406,Medium,1,False,0.5,1
295,0,0.5789,0.3906,0.3525,0.3195,0.0231,0.0223,0.0,0.2401,Non-Duplicate,0,False,0.5,4
296,0,0.5641,0.3126,0.4256,0.2287,0.0174,0.0183,0.0,0.2164,Non-Duplicate,0,False,0.5,4
297,1,0.7451,0.9988,0.621,1.0,0.9609,0.9664,0.0,0.9197,Hard,3,False,0.5,2
298,0,0.45,0.3678,0.6119,0.3045,0.0188,0.0179,0.0,0.2432,Non-Duplicate,0,False,0.5,4
299,0,0.439,0.4314,0.3584,0.6723,0.0242,0.0227,0.0,0.2413,Non-Duplicate,2,False,0.5,4
300,0,0.5263,0.4562,0.3342,0.8451,0.0185,0.0202,0.0,0.2544,Non-Duplicate,2,False,0.5,4
301,1,0.76,0.9969,1.0,1.0,0.9936,0.9997,0.0,0.9732,Easy,1,False,0.5,0
302,0,0.45,0.3639,0.1685,0.3239,0.023,0.0274,0.0,0.2004,Non-Duplicate,0,False,0.5,4
303,1,0.8636,0.998,0.6667,1.0,0.9864,0.9911,0.0,0.9471,Medium,3,False,0.5,1
304,0,0.4615,0.3214,0.4269,0.3056,0.0222,0.0234,0.0,0.2116,Non-Duplicate,0,False,0.5,4
305,0,0.4,0.4093,0.316,0.6074,0.0086,0.0092,0.0,0.2188,Non-Duplicate,2,False,0.5,4
306,1,0.8261,1.0,0.4333,1.0,0.9885,0.9993,0.0,0.9229,Hard,3,False,0.5,2
307,1,0.8333,1.0,0.7667,1.0,0.967,0.9701,0.0,0.9458,Medium,1,False,0.5,1
308,0,0.5128,0.2912,0.3178,0.2421,0.0159,0.0175,0.0,0.1924,Non-Duplicate,0,False,0.5,4
309,0,0.5128,0.3059,0.3808,0.2396,0.0183,0.0173,0.0,0.2045,Non-Duplicate,0,False,0.5,4
310,0,0.5128,0.3729,0.3082,0.3696,0.0296,0.0323,0.0,0.2265,Non-Duplicate,0,False,0.5,4
311,0,0.5366,0.3971,0.2479,0.6039,0.013,0.0112,0.0,0.2229,Non-Duplicate,2,False,0.5,4
312,0,0.4,0.3301,0.6073,0.2224,0.0274,0.0307,0.0,0.2292,Non-Duplicate,0,False,0.5,4
313,1,0.8444,1.0,0.6667,1.0,0.9825,0.9955,0.0,0.9458,Medium,3,False,0.5,1
314,0,0.4737,0.4421,0.374,0.9005,0.0126,0.0113,0.0,0.2449,Non-Duplicate,2,False,0.5,4
315,0,0.5128,0.4023,0.3443,0.3633,0.0203,0.0209,0.0,0.2358,Non-Duplicate,0,False,0.5,4
316,1,0.8511,0.9908,1.0,1.0,0.9747,0.9743,0.0,0.9704,Easy,1,False,0.5,0
317,0,0.4545,0.4506,0.3863,0.7682,0.0169,0.0175,0.0,0.2495,Non-Duplicate,2,False,0.5,4
318,0,0.5128,0.3859,0.5274,0.3626,0.0215,0.0225,0.0,0.249,Non-Duplicate,0,False,0.5,4
319,1,0.8889,1.0,1.0,1.0,0.9924,0.9998,0.0,0.9869,Easy,1,False,0.5,0
320,0,0.4615,0.2993,0.5826,0.2559,0.0195,0.0207,0.0,0.2182,Non-Duplicate,0,False,0.5,4
321,0,0.4681,0.3393,0.2667,0.0465,0.0364,0.0399,0.0,0.2093,Non-Duplicate,0,False,0.5,4
322,0,0.4615,0.4642,0.395,0.8837,0.02,0.0173,0.0,0.2566,Non-Duplicate,2,False,0.5,4
323,0,0.5641,0.3999,0.5712,0.3662,0.026,0.0285,0.0,0.2657,Non-Duplicate,0,False,0.5,4
324,0,0.439,0.4369,0.2073,0.9525,0.0109,0.0139,0.0,0.2231,Non-Duplicate,2,False,0.5,4
325,1,0.85,1.0,0.8781,1.0,0.9131,0.9125,0.0,0.9336,Medium,1,False,0.5,1
326,1,0.7636,1.0,0.4333,1.0,0.9337,0.9691,0.0,0.8969,Hard,3,False,0.5,2
327,1,0.9302,1.0,0.6667,1.0,0.9489,0.9508,0.0,0.9371,Medium,3,False,0.5,1
328,0,0.4762,0.4204,0.6397,0.8401,0.0058,0.0092,0.0,0.262,Non-Duplicate,2,False,0.5,4
329,1,0.7451,1.0,0.5338,1.0,0.9474,0.9623,0.0,0.9072,Hard,3,False,0.5,2
330,0,0.5,0.4281,0.1922,0.7707,0.0189,0.0187,0.0,0.2275,Non-Duplicate,2,False,0.5,4
331,1,0.76,0.98,0.6667,1.0,0.9224,0.9913,0.0,0.9145,Hard,3,False,0.5,2
332,1,0.84,1.0,1.0,1.0,0.9409,0.9406,0.0,0.9573,Easy,1,False,0.5,0
333,1,0.9268,1.0,0.6667,1.0,0.9944,0.9991,0.0,0.9578,Easy,3,False,0.5,0
334,1,0.8261,0.9972,0.7667,1.0,0.9919,0.9995,0.0,0.9562,Easy,1,False,0.5,0
335,0,0.386,0.2374,0.3288,0.0104,0.0289,0.0317,0.0,0.1681,Non-Duplicate,0,False,0.5,4
336,1,0.8837,0.9941,0.6251,1.0,0.9824,0.998,0.0,0.944,Medium,3,False,0.5,1
337,0,0.3582,0.3767,0.3233,0.0501,0.0277,0.0287,0.0,0.2126,Non-Duplicate,0,False,0.5,4
338,1,0.9333,1.0,0.6667,1.0,0.9755,0.9923,0.0,0.9523,Medium,3,False,0.5,1
339,1,0.8889,1.0,1.0,1.0,0.9943,0.9995,0.0,0.9874,Easy,1,False,0.5,0
340,1,0.9333,1.0,0.4333,1.0,1.0,1.0,0.0,0.9367,Medium,3,False,0.5,1
341,1,0.9268,1.0,0.5708,1.0,0.9852,0.9916,0.0,0.9444,Medium,3,False,0.5,1
342,1,0.9302,1.0,0.9511,1.0,0.9316,0.9307,0.0,0.9572,Easy,1,False,0.5,0
343,0,0.3509,0.454,0.4023,0.0542,0.0254,0.0217,0.0,0.2449,Non-Duplicate,0,False,0.5,4
344,0,0.439,0.3988,0.4014,0.3429,0.0202,0.0219,0.0,0.2331,Non-Duplicate,0,False,0.5,4
345,0,0.4545,0.4602,0.3082,0.9158,0.0223,0.0233,0.0,0.2476,Non-Duplicate,2,False,0.5,4
346,1,0.9302,0.9968,0.6342,1.0,0.9736,0.9742,0.0,0.9435,Medium,3,False,0.5,1
347,0,0.3333,0.3498,0.3795,0.0531,0.0183,0.0257,0.0,0.2034,Non-Duplicate,0,False,0.5,4
348,1,0.8511,0.9952,0.9164,1.0,1.0,1.0,0.0,0.9751,Easy,1,False,0.5,0
349,0,0.4762,0.4358,0.4539,0.6895,0.0171,0.019,0.0,0.2536,Non-Duplicate,2,False,0.5,4
350,0,0.4615,0.2971,0.6452,0.2326,0.022,0.0233,0.0,0.2248,Non-Duplicate,0,False,0.5,4
351,1,0.8333,0.9886,1.0,1.0,0.9728,0.9942,0.0,0.9714,Easy,1,False,0.5,0
352,0,0.4651,0.6889,0.2256,0.8183,0.2588,0.2722,0.0,0.4293,Non-Duplicate,2,False,0.5,4
353,1,0.8511,1.0,0.6667,1.0,0.9874,0.9989,0.0,0.9484,Medium,3,False,0.5,1
354,1,0.75,1.0,1.0,1.0,0.9353,0.9444,0.0,0.9477,Medium,1,False,0.5,1
355,0,0.5,0.4236,0.3091,0.789,0.0064,0.0056,0.0,0.2319,Non-Duplicate,2,False,0.5,4
356,0,0.5,0.4362,0.3059,0.7681,0.0113,0.0108,0.0,0.2383,Non-Duplicate,2,False,0.5,4
357,0,0.4103,0.4485,0.2425,0.8853,0.0323,0.0357,0.0,0.2375,Non-Duplicate,2,False,0.5,4
358,0,0.439,0.4094,0.4037,0.8366,0.0076,0.0095,0.0,0.2314,Non-Duplicate,2,False,0.5,4
359,0,0.4,0.364,0.5416,0.0192,0.0449,0.0528,0.0,0.2433,Non-Duplicate,0,False,0.5,4
360,0,0.5405,0.4059,0.4123,0.975,0.0163,0.0177,0.0,0.245,Non-Duplicate,2,False,0.5,4
361,1,0.9268,1.0,1.0,1.0,0.9956,0.9999,0.0,0.9916,Easy,1,False,0.5,0
362,1,0.7308,1.0,0.6667,1.0,0.9255,0.928,0.0,0.9067,Hard,3,False,0.5,2
363,0,0.4865,0.4247,0.1539,0.7793,0.0189,0.0192,0.0,0.2212,Non-Duplicate,2,False,0.5,4
364,0,0.4545,0.3964,0.1648,0.9969,0.0074,0.0046,0.0,0.2035,Non-Duplicate,2,False,0.5,4
365,0,0.6842,0.9137,0.3338,0.9869,0.3392,0.3549,0.0,0.5774,Non-Duplicate,2,False,0.5,4
366,0,0.5128,0.3469,0.2621,0.2954,0.0277,0.0285,0.0,0.2115,Non-Duplicate,0,False,0.5,4
367,0,0.5,0.4469,0.7201,0.9092,0.0154,0.0149,0.0,0.2853,Non-Duplicate,2,False,0.5,4
368,1,0.9057,0.9837,1.0,1.0,0.9353,0.9556,0.0,0.9598,Easy,1,False,0.5,0
369,1,0.9302,1.0,0.6667,1.0,0.981,0.9906,0.0,0.9531,Medium,3,False,0.5,1
370,0,0.4651,0.3159,0.305,0.2424,0.0153,0.016,0.0,0.1946,Non-Duplicate,0,False,0.5,4
371,0,0.3636,0.3717,0.2132,0.3296,0.0153,0.0161,0.0,0.1948,Non-Duplicate,0,False,0.5,4
372,1,0.8261,0.9959,0.4333,1.0,0.9428,0.9966,0.0,0.9095,Hard,3,False,0.5,2
373,1,0.8444,1.0,0.7667,1.0,0.9922,0.9978,0.0,0.9587,Easy,1,False,0.5,0
374,1,0.8571,0.9724,0.6667,1.0,0.9513,0.9516,0.0,0.9209,Hard,3,False,0.5,2
375,0,0.3333,0.3909,0.2123,0.0197,0.0271,0.0322,0.0,0.2046,Non-Duplicate,0,False,0.5,4
376,1,0.8333,1.0,0.3744,1.0,0.9628,0.963,0.0,0.9041,Hard,3,False,0.5,2
377,1,0.8837,0.9905,0.6667,1.0,0.9693,0.9727,0.0,0.9386,Medium,3,False,0.5,1
378,1,0.7667,1.0,0.2502,1.0,0.9063,0.9052,0.0,0.8593,Hard,3,False,0.5,2
379,0,0.45,0.3956,0.3489,0.3483,0.0262,0.0267,0.0,0.2302,Non-Duplicate,0,False,0.5,4
380,0,0.3673,0.3022,0.384,0.0159,0.0383,0.0338,0.0,0.1973,Non-Duplicate,0,False,0.5,4
381,0,0.3333,0.4449,0.3758,0.0531,0.0207,0.0226,0.0,0.2363,Non-Duplicate,0,False,0.5,4
382,0,0.4681,0.3492,0.3539,0.0453,0.0278,0.0205,0.0,0.2155,Non-Duplicate,0,False,0.5,4
383,1,0.8571,1.0,0.4333,1.0,0.9307,0.9317,0.0,0.8981,Hard,3,False,0.5,2
384,1,0.8889,1.0,0.7667,1.0,0.9631,0.962,0.0,0.9487,Medium,1,False,0.5,1
385,0,0.4103,0.456,0.1137,0.6937,0.022,0.023,0.0,0.2221,Non-Duplicate,2,False,0.5,4
386,1,0.8261,0.9971,1.0,1.0,0.9774,0.9838,0.0,0.9727,Easy,1,False,0.5,0
387,0,0.5128,0.3216,0.3584,0.2845,0.0215,0.0221,0.0,0.2095,Non-Duplicate,0,False,0.5,4
388,1,0.8696,1.0,0.4333,1.0,0.9901,0.9943,0.0,0.9267,Hard,3,False,0.5,2
389,1,0.76,0.9973,0.7667,1.0,0.9851,0.9993,0.0,0.9479,Medium,1,False,0.5,1
390,0,0.4651,0.4037,0.3411,0.3622,0.018,0.0186,0.0,0.2301,Non-Duplicate,0,False,0.5,4
391,1,0.7692,0.9789,0.853,1.0,0.9649,0.999,0.0,0.9459,Medium,1,False,0.5,1
392,0,0.55,0.343,0.3388,0.2666,0.0138,0.0143,0.0,0.2153,Non-Duplicate,0,False,0.5,4
393,1,0.75,0.9634,0.4333,1.0,0.9198,0.9761,0.0,0.8807,Hard,3,False,0.5,2
394,1,0.9333,0.9826,0.7667,1.0,0.9886,0.9987,0.0,0.9608,Easy,1,False,0.5,0
395,1,0.7636,1.0,1.0,1.0,0.9847,0.9989,0.0,0.9723,Easy,1,False,0.5,0
396,1,0.9691,0.998,0.7667,1.0,0.9995,0.9996,0.0,0.9727,Easy,1,False,0.5,0
397,1,0.8889,1.0,1.0,1.0,0.9878,0.9974,0.0,0.9853,Easy,1,False,0.5,0
398,1,0.8571,1.0,0.6292,1.0,0.9043,0.9177,0.0,0.9083,Hard,3,False,0.5,2
399,1,0.8837,0.9866,1.0,1.0,0.955,0.974,0.0,0.9672,Easy,1,False,0.5,0
400,0,0.3607,0.371,0.1772,0.0193,0.0448,0.0515,0.0,0.2051,Non-Duplicate,0,False,0.5,4
401,1,0.9302,1.0,1.0,1.0,0.9367,0.9548,0.0,0.9682,Easy,1,False,0.5,0
402,0,0.5,0.3982,0.4658,0.6042,0.0122,0.0137,0.0,0.2417,Non-Duplicate,2,False,0.5,4
403,1,0.8444,0.9957,0.4333,1.0,0.9954,0.9994,0.0,0.925,Hard,3,False,0.5,2
404,1,0.9091,1.0,0.4333,1.0,0.9064,0.9089,0.0,0.8926,Hard,3,False,0.5,2
405,1,0.9302,1.0,0.7667,1.0,0.98,0.9985,0.0,0.9644,Easy,1,False,0.5,0
406,0,0.4545,0.4431,0.268,0.7725,0.0183,0.0203,0.0,0.236,Non-Duplicate,2,False,0.5,4
407,1,0.7547,1.0,0.4333,1.0,1.0,1.0,0.0,0.9188,Hard,3,False,0.5,2
408,1,0.8444,1.0,0.6667,1.0,0.9854,0.9847,0.0,0.9444,Medium,3,False,0.5,1
409,0,0.5128,0.3248,0.3799,0.2562,0.0274,0.0317,0.0,0.2162,Non-Duplicate,0,False,0.5,4
410,1,0.7719,0.9745,0.9466,1.0,0.9273,0.9694,0.0,0.9386,Medium,1,False,0.5,1
411,0,0.5128,0.3087,0.1534,0.2435,0.0205,0.0218,0.0,0.1841,Non-Duplicate,0,False,0.5,4
412,1,0.8444,0.9914,0.6667,1.0,0.9955,0.9973,0.0,0.9465,Medium,3,False,0.5,1
413,1,0.8636,1.0,0.4333,1.0,0.9747,0.9732,0.0,0.918,Hard,3,False,0.5,2
414,0,0.5,0.3736,0.6315,0.53,0.0065,0.0064,0.0,0.2468,Non-Duplicate,0,False,0.5,4
415,0,0.5,0.4573,0.4032,0.9548,0.0156,0.0161,0.0,0.2575,Non-Duplicate,2,False,0.5,4
416,0,0.5128,0.3465,0.2352,0.3107,0.0303,0.0318,0.0,0.21,Non-Duplicate,0,False,0.5,4
417,1,0.84,1.0,0.4333,1.0,0.9905,0.993,0.0,0.9236,Hard,3,False,0.5,2
418,1,0.8444,1.0,0.4333,1.0,0.9839,0.9841,0.0,0.9206,Hard,3,False,0.5,2
419,0,0.4314,0.0946,0.4689,0.0157,0.0336,0.03,0.0,0.1375,Non-Duplicate,0,False,0.5,4
420,1,0.76,0.9762,0.6667,1.0,0.9072,0.9908,0.0,0.9093,Hard,3,False,0.5,2
421,1,0.9302,1.0,0.6667,1.0,0.9825,0.9912,0.0,0.9535,Medium,3,False,0.5,1
422,0,0.55,0.4456,0.9265,0.918,0.0181,0.0196,0.0,0.312,Non-Duplicate,2,False,0.5,4
423,1,0.7547,0.9841,0.4333,1.0,0.9604,0.9955,0.0,0.9025,Hard,3,False,0.5,2
424,1,0.9057,1.0,1.0,1.0,0.9579,0.9622,0.0,0.9725,Easy,1,False,0.5,0
425,1,0.7407,1.0,0.6667,1.0,0.9972,0.9999,0.0,0.94,Medium,3,False,0.5,1
426,1,0.9268,1.0,0.7667,1.0,0.9903,0.9976,0.0,0.9664,Easy,1,False,0.5,0
427,0,0.4651,0.3126,0.3511,0.2497,0.0123,0.0129,0.0,0.1967,Non-Duplicate,0,False,0.5,4
428,0,0.4615,0.3492,0.3886,0.3056,0.0239,0.0255,0.0,0.2183,Non-Duplicate,0,False,0.5,4
429,1,0.76,0.9667,0.6479,1.0,0.9302,0.9928,0.0,0.9103,Hard,3,False,0.5,2
430,0,0.4878,0.4426,0.2694,0.6678,0.0164,0.0149,0.0,0.2377,Non-Duplicate,2,False,0.5,4
431,1,0.7308,0.9762,0.2502,1.0,0.9491,0.9915,0.0,0.8753,Hard,3,False,0.5,2
432,0,0.5128,0.3426,0.2995,0.2837,0.0235,0.0232,0.0,0.2117,Non-Duplicate,0,False,0.5,4
433,0,0.386,0.3433,0.353,0.0171,0.0514,0.0572,0.0,0.2184,Non-Duplicate,0,False,0.5,4
434,1,0.898,1.0,0.6667,1.0,0.9545,0.9512,0.0,0.9353,Medium,3,False,0.5,1
435,0,0.5128,0.3149,0.2566,0.2847,0.0208,0.0219,0.0,0.1967,Non-Duplicate,0,False,0.5,4
436,0,0.4091,0.3195,0.426,0.0158,0.0448,0.0501,0.0,0.2166,Non-Duplicate,0,False,0.5,4
437,0,0.55,0.4012,0.6406,0.3664,0.0236,0.0248,0.0,0.2704,Non-Duplicate,0,False,0.5,4
438,1,0.9268,0.9872,0.6667,1.0,0.9729,0.9886,0.0,0.9458,Medium,3,False,0.5,1
439,0,0.4615,0.3527,0.3256,0.3314,0.0182,0.0212,0.0,0.211,Non-Duplicate,0,False,0.5,4
440,0,0.5405,0.4154,0.2868,0.3854,0.0223,0.0234,0.0,0.2384,Non-Duplicate,0,False,0.5,4
441,0,0.5312,0.4686,0.6037,0.9944,0.5656,0.6668,0.0,0.5522,Non-Duplicate,2,False,0.5,4
442,1,0.8636,1.0,1.0,1.0,0.9748,0.9766,0.0,0.9754,Easy,1,False,0.5,0
443,1,0.8636,0.9917,0.5562,1.0,0.9433,0.9573,0.0,0.9164,Hard,3,False,0.5,2
444,0,0.4186,0.405,0.3511,0.3728,0.0205,0.0213,0.0,0.2281,Non-Duplicate,0,False,0.5,4
445,1,0.9302,1.0,0.6667,1.0,0.9903,0.9928,0.0,0.9558,Easy,3,False,0.5,0
446,0,0.85,0.7062,0.3616,0.8265,0.4639,0.4929,0.0,0.5829,Non-Duplicate,3,False,0.5,4
447,0,0.5238,0.9146,0.2845,0.6807,0.4223,0.4463,0.0,0.5957,Non-Duplicate,2,False,0.5,4
448,0,0.386,0.2899,0.3014,0.0112,0.0349,0.0409,0.0,0.1871,Non-Duplicate,0,False,0.5,4
449,0,0.4878,0.3867,0.2648,0.329,0.0284,0.032,0.0,0.2241,Non-Duplicate,0,False,0.5,4
450,0,0.5,0.3432,0.3726,0.2847,0.0205,0.0212,0.0,0.2167,Non-Duplicate,0,False,0.5,4
451,1,0.9268,0.9884,0.4466,1.0,0.9845,0.9987,0.0,0.9291,Hard,3,False,0.5,2
452,1,0.8837,0.9884,0.2119,1.0,0.9763,0.9827,0.0,0.8961,Hard,3,False,0.5,2
453,1,0.7451,0.996,1.0,1.0,0.9594,0.9693,0.0,0.9568,Easy,1,False,0.5,0
454,1,0.9057,1.0,1.0,1.0,0.9549,0.9672,0.0,0.9727,Easy,1,False,0.5,0
455,1,0.7692,1.0,1.0,1.0,0.9027,0.9106,0.0,0.9347,Medium,1,False,0.5,1
456,0,0.2985,0.3525,0.4566,0.0163,0.037,0.0468,0.0,0.2175,Non-Duplicate,0,False,0.5,4
457,0,0.5238,0.4389,0.5932,0.9091,0.0197,0.0177,0.0,0.2738,Non-Duplicate,2,False,0.5,4
458,0,0.4545,0.3815,0.4712,0.3497,0.018,0.0195,0.0,0.2345,Non-Duplicate,0,False,0.5,4
459,0,0.5128,0.2734,0.305,0.2213,0.0195,0.0214,0.0,0.1866,Non-Duplicate,0,False,0.5,4
460,1,0.7451,0.9661,1.0,1.0,0.929,0.9901,0.0,0.9429,Medium,1,False,0.5,1
461,1,0.918,0.9983,0.7667,1.0,0.9994,0.9994,0.0,0.9676,Easy,1,False,0.5,0
462,1,0.8,0.9638,0.6712,1.0,0.8992,0.9176,0.0,0.8928,Hard,3,False,0.5,2
463,0,0.4889,0.4073,0.3292,0.6639,0.0138,0.0155,0.0,0.2309,Non-Duplicate,2,False,0.5,4
464,1,0.8261,1.0,0.3973,1.0,0.9945,0.9981,0.0,0.9206,Hard,3,False,0.5,2
465,1,0.7308,0.9933,0.6667,1.0,0.9494,0.9689,0.0,0.9185,Hard,3,False,0.5,2
466,1,0.8235,1.0,0.674,1.0,0.971,0.9733,0.0,0.9372,Medium,3,False,0.5,1
467,0,0.4651,0.3771,0.4005,0.343,0.0133,0.0131,0.0,0.2245,Non-Duplicate,0,False,0.5,4
468,1,0.8444,1.0,1.0,1.0,0.9862,0.9955,0.0,0.9801,Easy,1,False,0.5,0
469,1,0.8372,0.9945,1.0,1.0,0.9408,0.947,0.0,0.9564,Easy,1,False,0.5,0
470,1,0.8837,1.0,0.6667,1.0,0.9896,0.9904,0.0,0.9505,Medium,3,False,0.5,1
471,1,0.8444,1.0,1.0,1.0,0.9851,0.9842,0.0,0.9775,Easy,1,False,0.5,0
472,1,0.9302,0.9901,1.0,1.0,0.9925,0.9991,0.0,0.9875,Easy,1,False,0.5,0
473,1,0.7547,0.9687,0.7667,1.0,0.9411,0.9914,0.0,0.9247,Hard,1,False,0.5,2
474,1,0.7451,0.9799,0.7918,1.0,0.99,0.9947,0.0,0.9431,Medium,1,False,0.5,1
475,0,0.5,0.4326,0.1954,0.4214,0.0375,0.0401,0.0,0.2383,Non-Duplicate,0,False,0.5,4
476,1,0.76,1.0,0.9849,1.0,0.9943,0.9995,0.0,0.973,Easy,1,False,0.5,0
477,0,0.5641,0.4264,0.3621,0.424,0.0227,0.0226,0.0,0.252,Non-Duplicate,0,False,0.5,4
478,0,0.4255,0.0828,0.4945,0.0116,0.0374,0.0393,0.0,0.1382,Non-Duplicate,0,False,0.5,4
479,1,0.8889,1.0,0.9913,1.0,0.9878,0.9926,0.0,0.9835,Easy,1,False,0.5,0
